# logT  f_HII  f_OIII
7.234653810295381682e+00 9.999999896611760919e-01 0.000000000000000000e+00
7.245433334094038003e+00 9.999999899630707123e-01 0.000000000000000000e+00
7.256212857892695212e+00 9.999999902559693066e-01 0.000000000000000000e+00
7.266992381691351532e+00 9.999999905396103062e-01 0.000000000000000000e+00
7.277771905490007853e+00 9.999999908147273464e-01 0.000000000000000000e+00
7.288551429288665062e+00 9.999999910816942394e-01 0.000000000000000000e+00
7.299330953087321383e+00 9.999999913404344909e-01 0.000000000000000000e+00
7.310110476885977704e+00 9.999999915912779480e-01 0.000000000000000000e+00
7.320890000684634913e+00 9.999999918347326489e-01 0.000000000000000000e+00
7.331669524483291234e+00 9.999999920708755319e-01 0.000000000000000000e+00
7.342449048281947555e+00 9.999999922996998247e-01 0.000000000000000000e+00
7.353228572080604764e+00 9.999999925218211461e-01 0.000000000000000000e+00
7.364008095879261084e+00 9.999999927374434439e-01 0.000000000000000000e+00
7.374787619677917405e+00 9.999999929462803916e-01 0.000000000000000000e+00
7.385567143476574614e+00 9.999999931490322069e-01 0.000000000000000000e+00
7.396346667275230935e+00 9.999999933458800783e-01 0.000000000000000000e+00
7.407126191073887256e+00 9.999999935366896686e-01 0.000000000000000000e+00
7.417905714872544465e+00 9.999999937218443380e-01 0.000000000000000000e+00
7.428685238671200786e+00 9.999999939016346318e-01 0.000000000000000000e+00
7.439464762469857106e+00 9.999999940760461170e-01 0.000000000000000000e+00
7.450244286268514315e+00 9.999999942452035828e-01 0.000000000000000000e+00
7.461023810067169748e+00 9.999999944094842830e-01 0.000000000000000000e+00
7.471803333865826957e+00 9.999999945689732606e-01 0.000000000000000000e+00
7.482582857664484166e+00 9.999999947235798103e-01 0.000000000000000000e+00
7.493362381463139599e+00 9.999999948737500199e-01 0.000000000000000000e+00
7.504141905261796808e+00 9.999999950196133414e-01 0.000000000000000000e+00
7.514921429060453129e+00 9.999999951610147875e-01 0.000000000000000000e+00
7.525700952859109449e+00 9.999999952983401608e-01 0.000000000000000000e+00
7.536480476657766658e+00 9.999999954317450035e-01 0.000000000000000000e+00
7.547260000456422979e+00 9.999999955611665881e-01 0.000000000000000000e+00
7.558039524255079300e+00 9.999999956867930972e-01 0.000000000000000000e+00
7.568819048053736509e+00 9.999999958088487961e-01 0.000000000000000000e+00
7.579598571852392830e+00 9.999999959273486727e-01 0.000000000000000000e+00
7.590378095651049151e+00 9.999999960423140433e-01 0.000000000000000000e+00
7.601157619449706360e+00 9.999999961540255722e-01 0.000000000000000000e+00
7.611937143248362680e+00 9.999999962625634176e-01 0.000000000000000000e+00
7.622716667047019001e+00 9.999999963678090076e-01 0.000000000000000000e+00
7.633496190845676210e+00 9.999999964700875266e-01 0.000000000000000000e+00
7.644275714644332531e+00 9.999999965694837956e-01 0.000000000000000000e+00
7.655055238442988852e+00 9.999999966659133266e-01 0.000000000000000000e+00
7.665834762241646061e+00 9.999999967595862849e-01 0.000000000000000000e+00
7.676614286040302382e+00 9.999999968506296799e-01 0.000000000000000000e+00
7.687393809838958703e+00 9.999999969390201970e-01 0.000000000000000000e+00
7.698173333637615912e+00 9.999999970248384384e-01 0.000000000000000000e+00
7.708952857436272232e+00 9.999999971082567107e-01 0.000000000000000000e+00
7.719732381234928553e+00 9.999999971893027695e-01 0.000000000000000000e+00
7.730511905033584874e+00 9.999999972679484150e-01 0.000000000000000000e+00
7.741291428832242083e+00 9.999999973444024803e-01 0.000000000000000000e+00
7.752070952630898404e+00 9.999999974187264717e-01 0.000000000000000000e+00
7.762850476429554725e+00 9.999999974908294620e-01 0.000000000000000000e+00
7.773630000228211934e+00 9.999999975609208391e-01 0.000000000000000000e+00
7.784409524026868255e+00 9.999999976290661063e-01 0.000000000000000000e+00
7.795189047825524575e+00 9.999999976952219649e-01 0.000000000000000000e+00
7.805968571624181784e+00 9.999999977594974387e-01 0.000000000000000000e+00
7.816748095422838105e+00 9.999999978219942243e-01 0.000000000000000000e+00
7.827527619221494426e+00 9.999999978827095459e-01 0.000000000000000000e+00
7.838307143020150747e+00 9.999999979416671625e-01 0.000000000000000000e+00
